Tom and Mary are interesting people.,eng,spa
¿No tienes tarea para el hogar, jovencito?,spa,eng
He only does what he has to do.,eng,spa
Hablo un poco de francés.,spa,spa
He vivido aquí desde que era un muchacho.,spa,spa
Me pregunto cuántos caballos murieron durante la guerra de independencia.,spa,spa
Hoy vivimos de media treinta y cuatro años más que nuestros bisabuelos.,spa,spa
I didn't know you worked here.,eng,spa
¡Sois unos cobardes!,spa,eng
Mary told me that she was diabetic.,eng,spa
¿Cómo terminará?,spa,eng
¡Amo mi lenguaje!,spa,eng
Juego a un juego de navegador.,spa,spa
He was staying in Paris in 1939, when the Second World War broke out.,eng,spa
Me acuerdo de una historia que me contó mi abuela.,spa,spa
Nos fuimos encariñando poco a poco, tirándonos flores por aquí y por allá.,spa,spa
Me duele la muela.,spa,spa
Mary said she's not making a lot of money.,eng,spa
Fue tonto de tu parte confiar en ellos.,spa,spa
He's too old.,eng,spa
Jane's farewell speech made us very sad.,eng,spa
¿Qué comiste de desayuno?,spa,eng
Ya has terminado.,spa,spa
They told me they'd try again.,eng,spa
I've been told not do that again.,eng,spa
I don't usually get to my office until about nine-thirty.,eng,spa
Retroceda unos pasos, por favor.,spa,spa
Derogaron la legislación laboral en contubernio con las autoridades corruptas.,spa,spa
A Tom se le hizo un poco tarde.,spa,spa
¿Quieres descansar?,spa,eng
Tom eats the same food every day.,eng,spa
Do your homework now.,eng,spa
Tom's technique is impressive.,eng,spa
De todos modos, quiero verlo.,spa,spa
I thought that Tom was scared.,eng,spa
Tom hizo el papel de un marinero.,spa,spa
Quiero entrar en un club deportivo.,spa,spa
Juró que nunca más iba a tomar.,spa,spa
Al final decidimos pedirle consejo al profesor.,spa,spa
I didn't know Tom wouldn't be there.,eng,spa
Mary said she's only been to Boston three times.,eng,spa
I usually eat lunch with Tom two or three times a week.,eng,spa
Tom y Mary se necesitaban el uno al otro.,spa,spa
Sami was growing closer and closer to Layla.,eng,spa
Este libro es acerca de las estrellas.,spa,spa
El viento está soplando.,spa,spa
Tom is bossy, but Mary isn't.,eng,spa
Soy sordo, y no puedo escucharte.,spa,spa
El aire de las grandes ciudades está contaminado.,spa,spa
Se ha ido de Japón para siempre.,spa,spa
El señor Jones sabe de finanzas más que cualquiera en esta compañía.,spa,spa
Siempre llega a tiempo a una cita.,spa,spa
You really should keep your promises, Tom.,eng,spa
Australia es aproximadamente veinte veces mayor que Japón.,spa,spa
I knew that Tom would be a difficult person to deal with.,eng,spa
We will not surrender.,eng,spa
Tom no ha visto el vídeo todavía.,spa,spa
Tom sat next to Mary on the tailgate.,eng,spa
It's not possible to legislate against stupidity.,eng,spa
No se preocupen, estamos bien.,spa,spa
No entienden por qué Mary se enfadó con ustedes.,spa,spa
Tengo un poco de diarrea.,spa,spa
I think Tom could be just the person we need.,eng,spa
Espero con ganas a verte la próxima semana.,spa,spa
I don't think I could afford to buy a car like Tom's.,eng,spa
I tried to talk to her.,eng,spa
Rebeca se levanta muy temprano todos los días.,spa,spa
Dionisio es hermano de Apolo.,spa,spa
Mi pasatiempo es coleccionar monedas antiguas.,spa,spa
You know I like you, don't you?,eng,eng
No creo que llueva esta tarde.,spa,spa
Do you want me to give you a massage?,eng,eng
Tom and Mary told me that they were confused.,eng,spa
You're pleased, aren't you?,eng,eng
Man should smell like a man.,eng,spa
I didn't think Tom would understand.,eng,spa
Sami was a damaged child.,eng,spa
Bern is the capital of Switzerland.,eng,spa
She has a crush on Justin Timberlake.,eng,spa
You're still a resident of Boston, aren't you?,eng,eng
I went as far as Kyoto by train.,eng,spa
¿Dónde estás trabajando?,spa,eng
Usted hacía como si no fuera nada.,spa,spa
They look like they're sleepy.,eng,spa
¿Votos a favor? ¿Votos en contra?,spa,eng
You need a specialized tool in order to fix this.,eng,spa
Los muebles del salón eran de estilo moderno.,spa,spa
¿Eres miembro de algún club?,spa,eng
I've explained the problem to Tom.,eng,spa
Everyone knows that Tom doesn't like Mary.,eng,spa
Viajar es un lujo que no me puede permitir.,spa,spa
A mí también me agrada el té perfumado.,spa,spa
Nos comemos a la gallina que nos pondría huevos de oro.,spa,spa
Ella leyó su carta una y otra vez.,spa,spa
La clema permite múltiples conexiones.,spa,spa
I don't think Tom is back.,eng,spa
He advised me to see a lawyer. This I did at once.,eng,spa
Tom is doing well so far, isn't he?,eng,eng
Si las cosas salen mal no es por mi culpa.,spa,spa
Tu hija se mete droga en el cuerpo.,spa,spa
Tom es un refugiado.,spa,spa
We will deal with it when it happens.,eng,spa
Don't you dare talk to me like that.,eng,spa
I hope that I can rely on you.,eng,spa
You are responsible.,eng,spa
He should stay where he is.,eng,spa
Eso es todo.,spa,spa
Él no habló en absoluto.,spa,spa
Where did she buy it?,eng,eng
All of us, except him, went.,eng,spa
Deberías volver a presentarte al examen.,spa,spa
Sami doesn't know who those people are.,eng,spa
Do you remember what you were going to say before you were interrupted?,eng,eng
Tom eligió pasar las Navidades con Mary en vez de con su familia.,spa,spa
Tom and I want to get married.,eng,spa
Entrega tu tarea el lunes.,spa,spa
Tom said that he didn't want a sandwich.,eng,spa
Tom thought Mary didn't drive a car.,eng,spa
We're contented.,eng,spa
Él tiene algo que ver con eso.,spa,spa
You have a good sense of humor.,eng,spa
Get your paws off of me.,eng,spa
I don't see any resemblance.,eng,spa
The job is interesting, but not always easy.,eng,spa
Tom hizo una copia de seguridad.,spa,spa
Intenté hacer mis deberes, pero no sabía cómo hacerlos, así que me rendí.,spa,spa
The grizzly bear headed to the river to fish.,eng,spa
Do you support or oppose this idea?,eng,eng
Yet beautiful and bright he stood, As born to rule the storm; A creature of heroic blood, A proud though childlike form.,eng,spa
cuando me desperte todavia estaba oscuro fuera,spa,spa
¿Qué harás si llueve?,spa,eng
¿Aquel es tu perro?,spa,eng
We don't see this eye to eye, but it's not me who is wrong.,eng,spa
Ella le echó mucho de menos.,spa,spa
Tom said that Mary was sure that John would do that.,eng,spa
Ese vestido me gusta mucho.,spa,spa
Un mentiroso desvergonzado miente sonriendo.,spa,spa
Ella echó una ojeada al registro para ver si su nombre figuraba en él.,spa,spa
I can't go tomorrow.,eng,spa
La actriz está estudiando su papel.,spa,spa
Tom made it clear that he didn't plan to go to Boston.,eng,spa
I'll phone you.,eng,spa
Primero tengo que llamar a Jim.,spa,spa
Live not for time but for eternity.,eng,spa
Tom's left eye started twitching.,eng,spa
I'm sure that I'll win that tennis match.,eng,spa
Quijote quizá venga de Quijada.,spa,spa
Tom and I've known each other quite a few years.,eng,spa
Ese borracho está molestando a las dos chicas.,spa,spa
We won't be leaving town before spring.,eng,spa
Terrace farming is widely practiced in the mountainous regions of China.,eng,spa
I used to want more than this.,eng,spa
Mi sueño es ir a Japón.,spa,spa
Le han dicho que ya no tiene saldo.,spa,spa
Tom is trying to suppress a smile.,eng,spa
Ella no tiene ordenador.,spa,spa
They swim very quickly.,eng,spa
Ellos te engañaron.,spa,spa
I wonder whether or not Tom thinks we have to do that.,eng,spa
Es la primera vez que repito un año.,spa,spa
What do we do now?,eng,eng
¡Desde hoy solo comida saludable, no más comida chatarra para mí!,spa,eng
Sami has been on the run for six years.,eng,spa
Make your way to the dining table! Dinner is served.,eng,spa
Deja que Tom lo cargue.,spa,spa
Yo quería cambiarme de sitio, pero todos los demás asientos estaban ocupados.,spa,spa
This girl is much stronger than him.,eng,spa
I'm traveling to Spain.,eng,spa
Perdónanos nuestros pecados.,spa,spa
She studied Chinese in order to translate her books into this language.,eng,spa
She looks bad-tempered, but she is kind at heart.,eng,spa
Mary doesn't share her food.,eng,spa
Lo hizo simplemente por curiosidad.,spa,spa
I've run out of milk.,eng,spa
Vivo a un lado del mar así que seguido voy a la playa.,spa,spa
Me parece que me he dejado el paraguas en el tren.,spa,spa
Él tiene una larga experiencia enseñando.,spa,spa
Even small amounts of lead are dangerous.,eng,spa
Its obvious that that's a lie.,eng,spa
Sami visited Istanbul during the Eid holiday.,eng,spa
El río corría lento y amenazador.,spa,spa
Pinches tacos me cayeron mal.,spa,spa
I think Tom understands all that.,eng,spa
Mi marido es un experto, cuando se trata de la preparación de comida china.,spa,spa
Could you please call and give Tom my apologies?,eng,eng
All requests are confidential.,eng,spa
You frightened Tom.,eng,spa
I used to swim every day when I was a child.,eng,spa
What's your price?,eng,eng
Tú estás bien.,spa,spa
Mary can't breathe on her own.,eng,spa
I often ignore Tom's advice.,eng,spa
Nunca lo habríamos pensado.,spa,spa
Él felicitó a su hijo por haber conseguido el primer premio.,spa,spa
We were able to see the sunset from our window.,eng,spa
How big is your room?,eng,eng
You were annoying.,eng,spa
¿Has llamado a Tom?,spa,eng
Sé que se fue a Londres.,spa,spa
Está en el bolsillo de mi chaqueta.,spa,spa
I think Tom should be more patient.,eng,spa
Ven sola.,spa,spa
Las tormentas en el mar impidieron nuestro progreso.,spa,spa
No me dejaste terminar la frase.,spa,spa
Es un hombre cuyo corazón está lleno de esperanza.,spa,spa
I didn't think Tom would be lonely.,eng,spa
Tom didn't intend to let Mary drive.,eng,spa
No se ha preparado suficientemente.,spa,spa
Su amiga no ha venido.,spa,spa
Mary quickly checked her makeup.,eng,spa
Tu coche está ahí.,spa,spa
¡Síguelo!,spa,eng
The French Intelligence experiences ups and downs.,eng,spa
¿Cuándo te gustaría verle?,spa,eng
Esto es un martillo. No es mío, me los prestó un amigo.,spa,spa
No quiero cuidar a un perro.,spa,spa
Tom said Mary frequently does that by herself.,eng,spa
Yo también lo creo.,spa,spa
Everything went black.,eng,spa
Tom will have to figure it out.,eng,spa
Los granjeros tienen graneros.,spa,spa
Tom is just trying to scare you.,eng,spa
Teníamos la esperanza de que la lluvia se detendría antes del mediodía.,spa,spa
The tragic mistake affected many people.,eng,spa
¿Alguna vez te has roto un hueso?,spa,eng
Tom lived in Australia until he was thirty.,eng,spa
Te pido que me digas dónde vives. "Con gusto.",spa,spa
Tu pieza es grande.,spa,spa
I traveled all around Russia.,eng,spa
No tenía por qué hacerlo.,spa,spa
Dame un momento.,spa,spa
¡Tatoeba ha llegado a ochocientas mil oraciones!,spa,eng
¿Cuántas cámaras tienes?,spa,eng
Tom and Mary said they'd like to help.,eng,spa
¿Dónde estás ahora?,spa,eng
Tom promised he'd take care of that.,eng,spa
En la música, como en la retórica, una pausa es utilizada a menudo para crear un efecto dramático.,spa,spa
Tom dejó el bolso de Mary en el auto.,spa,spa
¿Soy mi propio jefe?,spa,eng
Esperaba que me contaras todo tú mismo.,spa,spa
It was really embarassing.,eng,spa
En mi casa hay fantasmas.,spa,spa
These pancakes are awful.,eng,spa
De las miserias suele ser alivio una compañía.,spa,spa
Don't tell him you're lost.,eng,spa
Dile que salí a quienquiera que llame ahora.,spa,spa
¿Qué hace un holandés tras haber ganado la Copa del Mundo? Apagar la PlayStation.,spa,spa
Alguien tiene que pagar.,spa,spa
I thoroughly enjoyed myself in Boston.,eng,spa
Tom se sentó al lado de alguien a quien no conocía.,spa,spa
Tom wondered why Mary wouldn't eat.,eng,spa
That is very exciting.,eng,spa
I decided at once to get to work.,eng,spa
Como el padre, así el hijo.,spa,spa
Mary swore she'd never do that.,eng,spa
Si mañana hace buen tiempo, vayamos de paseo.,spa,spa
I asked Tom about his new book.,eng,spa
Tom me dijo que ya no quería a Mary.,spa,spa
¿Sería posible hacer una pausa para comer? Tengo un hambre de lobo.,spa,spa
A menudo, aquello que no puede ganarse por la fuerza se gana sencillamente con paciencia.,spa,spa
Tom thinks that that's good enough.,eng,spa
Tom se quedó tirado cuando su coche se estropeó en el medio de ninguna parte.,spa,spa
Estoy cultivando rosas en el jardín.,spa,spa
La noticia de su embarazo la tomó por sorpresa.,spa,spa
Tom carried Mary's suitcase to her room.,eng,spa
Quiero que llames a Tom.,spa,spa
I'll find Tom myself.,eng,spa
Tom was there when his mother killed herself.,eng,spa
Mary says she wants to do everything by herself.,eng,spa
Lo hizo bien en los negocios.,spa,spa
Aparte de tu propia lengua, deberías saber al menos esperanto.,spa,spa
Estamos trabajando juntos.,spa,spa
Estamos en casa.,spa,spa
Tom was a kid when that happened.,eng,spa
I think Tom and Mary wouldn't be forgiven for doing that if they weren't so young.,eng,spa
I'd like you to get two adjacent rooms.,eng,spa
Mary shouldn't do that.,eng,spa
Su plan fue descartado.,spa,spa
No tengo acceso a Internet en casa.,spa,spa
The accused was condemned to ten years in prison.,eng,spa
¿Por qué no? Ella es sólo veinte años mayor que yo.,spa,spa
Neither Tom nor Mary has been around for very long.,eng,spa
I must have lost my wallet in the supermarket.,eng,spa
That was our problem.,eng,spa
It's impossible to deny the obvious.,eng,spa
He is not just kind, but honest too.,eng,spa
Tom considers Mary a friend.,eng,spa
Según la radio, mañana lloverá.,spa,spa
No tenemos mucho tiempo.,spa,spa
Desde fuera no se ve el jardín.,spa,spa
Lo confesó todo.,spa,spa
¿Cuánto tiempo se necesita para ir desde A a B?,spa,eng
Tom le quitó la llave a la puerta del frente.,spa,spa
Quiet and shy, harbor seals can be seen year-round resting on rocks just offshore.,eng,spa
Los trabajadores pueden ir a la huelga para exigir salarios más altos, o para mejorar las condiciones de trabajo.,spa,spa
I can't do that job.,eng,spa
I'm gonna call the police!,eng,eng
Ésta es una canción que aprendí cuando era pequeño.,spa,spa
I wonder if Tom and Mary are doing that now.,eng,spa
¡Devuélveme el control remoto!,spa,eng
¿Tienes algo más planeado para hoy?,spa,eng
¿Puedes explicar como se puede reconocer la excelente labor de los empleados?,spa,eng
Tom arrived in Australia on Monday.,eng,spa
She said she felt invincible.,eng,spa
War leads to intolerance; intolerance leads to war.,eng,spa
I'll remain in Australia for another three weeks.,eng,spa
Tom verdaderamente quiere mejorar.,spa,spa
Los dos son espantosos.,spa,spa
¿Cuántos relojes perdió Tom?,spa,eng
Vi cómo su madre lo retaba.,spa,spa
Sami didn't like to sleep alone.,eng,spa
It matters to us.,eng,spa
Me doy una caminata todas las mañanas.,spa,spa
Tom todavía no se ha decidido.,spa,spa
I think that you shouldn't have done that by yourselves.,eng,spa
Tom and Mary were able to do that better than I thought they would.,eng,spa
Pensé que podríamos salir por algo de comer.,spa,spa
It's coming up for Christmas.,eng,spa
Me gusta oír cantar a las ballenas.,spa,spa
Tom es el mejor empleado de nuestra compañía.,spa,spa
Él dijo que estaba cansado.,spa,spa
Habitación con cama matrimonial.,spa,spa
¿Cuál es vuestro hotel favorito en Boston?,spa,eng
Si un lenguaje suena bien o no depende del atractivo de la voz de la persona que lo habla.,spa,spa
Have Tom and Mary ever done that?,eng,eng
We stayed with them all through the summer.,eng,spa
Tom won't come to Australia until next week.,eng,spa
Sami put his hand on the Bible and swore to tell the truth.,eng,spa
Él no tiene miedo a morir.,spa,spa
They look like they might cry.,eng,spa
Ha llegado la hora.,spa,spa
How long does it take to get to Boston from here?,eng,eng
No te comas eso, está vencido.,spa,spa
Ustedes no saben precisamente dónde nacieron.,spa,spa
El espejo está muy sucio.,spa,spa
Mary cannot open the door.,eng,spa
I turned Tom down.,eng,spa
I was saved.,eng,spa
Mary drank a whole bottle of wine by herself.,eng,spa
Tomás hizo trampa.,spa,spa
We have high expectations.,eng,spa
Estás espléndida.,spa,spa
I didn't think we could do that by ourselves.,eng,spa
La guerra terminó en 1945.,spa,spa
Tom and Mary knew they didn't have enough time to do what had to be done.,eng,spa
I think there's somebody in here.,eng,spa
Tom llama todas las noches.,spa,spa
Disneylandia fue fundada en 1955.,spa,spa
Él no habla inglés ni francés.,spa,spa
Él nunca ha jugado a golf.,spa,spa
Tom perdió interés para mirar la televisión.,spa,spa
No answer is necessary.,eng,spa
I only drink water.,eng,spa
Tom said he thought that Mary probably wouldn't win.,eng,spa
Goro tuvo la amabilidad de llevarme al hospital.,spa,spa
Dime lo que comes y te diré lo que eres.,spa,spa
Esas ostras que me comí anoche no me sentaron bien.,spa,spa
I wonder if Tom is satisfied.,eng,spa
They know that they ought to do that.,eng,spa
¿Qué pasó contigo y Tom?,spa,eng
Sami was convicted as an accessory to the murder of Layla.,eng,spa
Maybe it's time you got to know Tom better.,eng,spa
¿Jugamos un partido de tenis o uno de futbol?,spa,eng
What else did you make?,eng,eng
¿Ha tomado un baño?,spa,eng
Apparently, Tom and Mary talked about that on October 20th.,eng,spa
Tom joined the high school band.,eng,spa
What I mean is that there are limits that need to be established and respected.,eng,spa
The boy considered the dolphin his best friend.,eng,spa
I barely even remember Tom.,eng,spa
You left me no choice.,eng,spa
The stage was lit from both sides.,eng,spa
El trayecto en avión fue agobiante.,spa,spa
¿Qué haces aquí?,spa,eng
Ella lo perdonó por matar a su padre.,spa,spa
A él le gusta mucho su escuela.,spa,spa
Nenwë is a Noldo.,eng,spa
Cuando Scrooge despertó, estaba tan oscuro, que, mirando de la cama, apenas podía distinguir de la ventana transparente las paredes opacas de su habitación.,spa,spa
God makes people who are beautiful, have a great voice and a very good memory. God also makes people who have only one of these qualities, but God also makes people who have none of these three qualities, one of whom I am.,eng,spa
Hoy tuvimos un examen de matemáticas.,spa,spa
I don't think I'll be able to do that by myself.,eng,spa
Hasta que fui a China nunca había visto un panda.,spa,spa
¿Dónde hay un espejo?,spa,eng
That happens to be true.,eng,spa
There is no cure for the disease.,eng,spa
Ask Tom if he wants to do that with us.,eng,spa
Tom will know what that means.,eng,spa
En Cuba se cultiva mucha caña de azúcar.,spa,spa
¿Sabes cuál es el secreto de Tom?,spa,eng
Can you spare some change?,eng,eng
Tom said he should do that.,eng,spa
Jet Li es una estrella de cine chino.,spa,spa
She does that sometimes.,eng,spa
Su falda está completamente pasada de moda.,spa,spa
Do you want to tell him?,eng,eng
Me llevó varias horas para escribirlo.,spa,spa
We have no idea what's going on.,eng,spa
En un frenesí de desesperación ...,spa,spa
¿De quién es esa carta?,spa,eng
I suspect that's true.,eng,spa
Sami spent the obly money he got on pizza.,eng,spa
Yoko bought some of them.,eng,spa
El criminal era un hombre canadiense.,spa,spa
He wants me to help him.,eng,spa
Hablando de pasatiempos, me gusta mucho el béisbol.,spa,spa
What are your reasons?,eng,eng
Tom didn't know that he had to do that today.,eng,spa
You're supposed to be helping Tom now.,eng,spa
¿Sabías que a Tom no le gusta el chocolate?,spa,eng
Hacía mucho que no dormía hasta tarde.,spa,spa
Be careful with her.,eng,spa
Nada en la abundancia.,spa,spa
He moved the table aside.,eng,spa
Estoy seguro de que seré capaz de hacerlo.,spa,spa
¿De verdad quieres que vaya a tu fiesta?,spa,eng
No lo conocía muy bien.,spa,spa
La clase en la que me mandan más deberes es inglés.,spa,spa
No sé si ella te gusta o no.,spa,spa
- Quiero decir... Mi vida -dijo Dima- Bueno, hay 3.000.000 BYR en esta maleta.,spa,spa
Sami had no clue how his keys got there.,eng,spa
Ella no les entiende.,spa,spa
I'm going to eat a peach.,eng,spa
Hace tres semanas que está enferma.,spa,spa
I feel really bad about that.,eng,spa
I'm ready to go back home.,eng,spa
I'll help you pack.,eng,spa
¿Cuándo y dónde compraste ese reloj antiguo?,spa,eng
If we don't obtain an adequate knowledge of their culture, a lot of problems could easily arise.,eng,spa
Tom isn't strong enough yet to do that.,eng,spa
Don't you want to try another one?,eng,eng
Todavía estaba lloviendo.,spa,spa
Debe usted luchar contra esa tendencia que tiene.,spa,spa
Children often imitate their parents.,eng,spa
Él siempre llega a casa a las 6:00 p. m.,spa,spa
He barely missed being killed in the accident.,eng,spa
No quiero cambiar.,spa,spa
Makes you think, doesn't it?,eng,eng
I wanted to go back to your village.,eng,spa
Tom and Mary said they didn't like chocolate ice cream.,eng,spa
Take this medicine. You'll soon feel better.,eng,spa
Sami bought Layla hotdog cart.,eng,spa
I have plenty of time to do that.,eng,spa
Tom read the contract in secret.,eng,spa
Aprobaría ambas cosas.,spa,spa
Guess who's coming for dinner tonight.,eng,spa
My daughter Brigitta is a seamstress.,eng,spa
Tom is only pretending that he's having fun.,eng,spa
A truck stopped crosswise in the middle of the road.,eng,spa
Yo odio Boston.,spa,spa
Tom and Mary are going to take a quick break.,eng,spa
Tom and Mary say they don't know how John will do that.,eng,spa
Si Tom no hubiese sido tan inseguro probablemente habría aceptado el amor de Mary.,spa,spa
They say that they've met you.,eng,spa
She threw her hands up in horror when she saw what he had done.,eng,spa
Vive por aquí cerca.,spa,spa
Llamaré a Tom por ti.,spa,spa
He looked for the key to the door.,eng,spa
The door will be open.,eng,spa
Me cuesta pagar un alquiler, al final estás pagando el piso de otro.,spa,spa
I didn't know you could cook.,eng,spa
Tom did that without me.,eng,spa
I'm a terrible writer.,eng,spa
Don't you miss that?,eng,eng
¿Ya lavaste el carro?,spa,eng
¿Quién escribió esto?,spa,eng
Tom falsificó los reportes.,spa,spa
I thought that you were used to living in a trailer.,eng,spa
Es demasiado hermoso para ser cierto.,spa,spa
Tom walks faster than Mary.,eng,spa
Luces muy contenta.,spa,spa
Is there anyone you can trust in this cold place?,eng,eng
Tom and Mary told me they're pessimistic.,eng,spa
The television serial is getting more and more interesting.,eng,spa
Viajaba en un coche.,spa,spa
No había peligros aparentes.,spa,spa
¿Esta pelota es tuya o de ella?,spa,eng
The president was a farmer when he was young.,eng,spa
Voy al cine todas las semanas.,spa,spa
Según la persona entrevistada, la región es mayoritariamente rural.,spa,spa
Está realmente loco por el surf.,spa,spa
Tom looked as if he were ready to cry.,eng,spa
Mary is dating two guys at the same time.,eng,spa
The sale will be over in two days.,eng,spa
Usted es siempre bienvenido.,spa,spa
I like the station, but they broadcast the news too often.,eng,spa
I don't think Tom knows what time it is.,eng,spa
We missed you last night.,eng,spa
You'd better go with us.,eng,spa
Sami made more videos.,eng,spa
Tú destruiste a tus enemigos.,spa,spa
Did you find anything else?,eng,eng
¿Dónde compraste ese libro?,spa,eng
No podemos sólo estar aquí regodeándonos en la autocompasión.,spa,spa
I had good reason to be angry.,eng,spa
This textbook has a lot of notes.,eng,spa
Easter is near at hand.,eng,spa
Leaves and little branches were hurled about, and the thunder was getting nearer.,eng,spa
Aren't you going to be in Australia next October?,eng,eng
I have never heard from him since.,eng,spa
Tom and Mary are trying to make the best of a bad situation.,eng,spa
Es un culturista.,spa,spa
El primer paso es siempre el más difícil.,spa,spa
¿Te acordás de eso?,spa,eng
Tom told Mary everything she needed to know.,eng,spa
Tom doesn't know the difference between astronomy and astrology.,eng,spa
Uno puede separar a los perros en dos clases. Hay perros con dueño y perros sin dueño.,spa,spa
Tengo que despertar a Tom.,spa,spa
Pass me the broom and dustpan, please. I spilled some crumbs on the floor.,eng,spa
¿Cómo podía haber visto lo que hacías cuando estabas parado detrás de mí? ¡No tengo ojos por detrás!,spa,eng
Veré si él está adentro.,spa,spa
Tom told Mary that he'd do that.,eng,spa
Veré en qué puedo aun ayudar.,spa,spa
Jerusalem is called "Yerushalayim" in Hebrew.,eng,spa
I'm pretty sure that Tom wasn't the one who did that.,eng,spa
Tom hizo a Mary lavar el carro.,spa,spa
Es un experimento.,spa,spa
Esa es mi escuela.,spa,spa
The death penalty is final and irreversible.,eng,spa
Tom and Mary told me that they were going to win.,eng,spa
I wonder whether or not Tom is unmarried.,eng,spa
I knew he didn't die.,eng,spa
¿Cuántas habitaciones tenés?,spa,eng
Tom said Mary knew John might not be allowed to do that.,eng,spa
I think both Tom and Mary are lying.,eng,spa
La carencia afectiva puede llevar a una persona a cometer suicidio.,spa,spa
A drop of sweat ran down the side of his temple.,eng,spa
Even the wealth of the wide sea will be diminished, if the cloud that has drawn (its waters) up gives them not back again (in rain),eng,spa
Tom's last year in Australia was 2013.,eng,spa
Tom is counting his money.,eng,spa
Fadil became the fifth man to divorce Layla.,eng,spa
Tom no entiende cómo usar un ordenador.,spa,spa
Sólo estoy preocupado con tu seguridad.,spa,spa
Cada uno cosecha lo que siembra.,spa,spa
Quiero eso para luego.,spa,spa
I told Tom I thought you were in Australia.,eng,spa
Layla decided to silence the witnesses.,eng,spa
Tom had the last laugh.,eng,spa
Estoy muy seguro de que encontraré trabajo.,spa,spa
He just did what he had to do.,eng,spa
He added that I should come to the party, too.,eng,spa
I didn't plan on doing that.,eng,spa
What's our problem?,eng,eng
Get out of here, you dog!,eng,eng
They are a party of six.,eng,spa
¿Dónde tiro estas cáscaras de huevo?,spa,eng
El profesor entregó los exámenes.,spa,spa
It looks great so far.,eng,spa
I hear you went to Harvard.,eng,spa
They told me that they believed that.,eng,spa
¿Qué te hace reír?,spa,eng
Everybody was staring at him.,eng,spa
I'm sorry that I couldn't help you.,eng,spa
She said that she'd be there.,eng,spa
Ha cogido un catarro horrible.,spa,spa
Iba a intentar quedar en la Universidad de Tokio, pero cambié de idea.,spa,spa
I apologized.,eng,spa
You're a Red Sox fan, aren't you?,eng,eng
Sé que es importante para ti.,spa,spa
Tom entendió lo que María quería decir.,spa,spa
¿Realmente quieres aquello en tu consciencia?,spa,eng
They're really good at making clothes.,eng,spa
Tom is on a diet because he's a little overweight.,eng,spa
I don't need a shoeshine.,eng,spa
Tom said that he tried very hard to win.,eng,spa
Tom and Mary eat hotdogs whenever they can.,eng,spa
¿Quieres vino?,spa,eng
El que te ha dado esto es Tom.,spa,spa
Por favor, no discuta.,spa,spa
This rule should be followed.,eng,spa
¿Te gustaría una almohada?,spa,eng
This work is enough to break my back.,eng,spa
Where are you off to?,eng,eng
Acabo de comer sushi y beber cerveza.,spa,spa
Él huyó de casa a los dieciséis años.,spa,spa
Vive en el quinto pino.,spa,spa
Tom had trouble getting online.,eng,spa
Hoy en día no hay ninjas o samuráis en Japón.,spa,spa
Tom aceptó la oferta de trabajo.,spa,spa
Gracias. "No, gracias a usted.",spa,spa
Tom and Mary told me they wanted to stay single.,eng,spa
I feel an aversion toward all this exhibitionism.,eng,spa
Siempre que vean esta foto, acuérdense de mí.,spa,spa
I'm going to be doing that later.,eng,spa
Tom is the laziest guy I know.,eng,spa
Let's visit Boston first.,eng,spa
This fast food restaurant creates a lot of waste.,eng,spa
I know Tom wanted be the next one to do that.,eng,spa
